2605 24944
204 217 -2.708050201102210
204 23 -2.708050201102210
204 1291 -2.708050201102210
205 29 -2.251291798606495
205 10 -2.251291798606495
205 56 -2.944438979166440
205 373 -3.637586159726386
205 83 -3.637586159726386
205 106 -3.637586159726386
205 18 -2.944438979166440
205 1092 -3.637586159726386
205 49 -2.251291798606495
205 252 -3.637586159726386
205 1532 -3.637586159726386
205 12 -2.944438979166440
205 879 -2.538973871058276
205 23 -2.944438979166440
205 34 -2.251291798606495
205 195 -3.637586159726386
205 51 -3.637586159726386
205 299 -3.637586159726386
205 2362 -3.637586159726386
205 581 -3.637586159726386
206 10 -1.098612288668110
206 213 -1.791759469228055
206 207 -1.098612288668110
206 381 -1.791759469228055
207 84 -1.945910149055313
207 22 -1.945910149055313
207 213 -1.252762968495368
207 80 -1.945910149055313
207 10 -1.945910149055313
207 286 -1.945910149055313
208 209 0.000000000000000
209 56 0.000000000000000
210 113 -3.367295829986474
210 182 -3.367295829986474
210 170 -3.367295829986474
210 812 -3.367295829986474
210 86 -2.268683541318365
210 853 -3.367295829986474
210 252 -3.367295829986474
210 10 -2.674148649426529
210 440 -3.367295829986474
210 159 -3.367295829986474
210 223 -3.367295829986474
210 409 -3.367295829986474
210 419 -3.367295829986474
210 1163 -3.367295829986474
210 49 -2.674148649426529
210 305 -3.367295829986474
210 79 -3.367295829986474
210 490 -3.367295829986474
210 2431 -3.367295829986474
210 167 -3.367295829986474
210 2435 -3.367295829986474
210 386 -3.367295829986474
210 161 -3.367295829986474
210 1172 -3.367295829986474
210 56 -3.367295829986474
211 212 0.000000000000000
212 213 -0.693147180559945
212 4 -0.693147180559945
213 107 -3.761200115693562
213 84 -0.816761136527122
213 34 -3.761200115693562
213 12 -3.068052935133617
213 49 -3.761200115693562
213 56 -3.068052935133617
213 7 -3.761200115693562
213 169 -3.761200115693562
213 110 -3.761200115693562
213 1003 -3.761200115693562
213 1014 -3.761200115693562
213 78 -1.969440646465507
213 35 -3.761200115693562
213 879 -3.761200115693562
213 604 -3.761200115693562
213 18 -3.761200115693562
213 167 -3.761200115693562
213 8 -3.761200115693562
214 22 -3.332204510175204
214 104 -3.332204510175204
214 114 -2.639057329615258
214 34 -3.332204510175204
214 10 -1.252762968495368
214 205 -3.332204510175204
214 390 -3.332204510175204
214 49 -3.332204510175204
214 29 -2.233592221507094
214 11 -3.332204510175204
214 196 -3.332204510175204
214 68 -3.332204510175204
214 70 -2.639057329615258
214 26 -3.332204510175204
214 540 -3.332204510175204
214 106 -3.332204510175204
214 51 -3.332204510175204
215 216 -2.639057329615258
215 223 -2.639057329615258
215 252 -2.639057329615258
215 281 -2.639057329615258
215 390 -2.639057329615258
215 167 -2.639057329615258
215 56 -2.639057329615258
215 370 -2.639057329615258
215 571 -2.639057329615258
215 61 -2.639057329615258
215 195 -2.639057329615258
215 521 -1.945910149055313
215 113 -2.639057329615258
216 217 -2.708050201102210
216 147 -2.014903020542265
216 54 -2.708050201102210
216 83 -2.708050201102210
216 29 -2.708050201102210
216 873 -2.708050201102210
216 907 -2.708050201102210
216 10 -1.609437912434100
216 11 -2.708050201102210
216 1628 -2.708050201102210
216 1895 -2.708050201102210
216 1962 -2.708050201102210
217 167 -1.791759469228055
217 372 -3.583518938456110
217 395 -3.583518938456110
217 252 -3.583518938456110
217 10 -3.583518938456110
217 113 -1.974081026022010
217 49 -3.583518938456110
217 54 -1.974081026022010
217 72 -3.583518938456110
217 26 -2.484906649788000
217 8 -3.583518938456110
217 147 -3.583518938456110
217 817 -3.583518938456110
217 22 -3.583518938456110
217 205 -3.583518938456110
217 56 -3.583518938456110
217 581 -3.583518938456110
217 18 -2.890371757896165
217 12 -3.583518938456110
217 2384 -3.583518938456110
218 219 0.000000000000000
219 220 -1.845826690498331
219 448 -3.637586159726386
219 221 -3.637586159726386
219 257 -2.538973871058276
219 1028 -3.637586159726386
219 1123 -3.637586159726386
219 70 -2.251291798606495
219 54 -3.637586159726386
219 18 -3.637586159726386
219 10 -3.637586159726386
219 234 -3.637586159726386
219 879 -3.637586159726386
219 1602 -3.637586159726386
219 29 -3.637586159726386
219 1437 -3.637586159726386
219 113 -3.637586159726386
219 1646 -3.637586159726386
219 1693 -3.637586159726386
219 88 -3.637586159726386
219 164 -3.637586159726386
219 617 -3.637586159726386
219 2090 -3.637586159726386
219 460 -3.637586159726386
219 92 -2.944438979166440
219 76 -2.944438979166440
219 2197 -3.637586159726386
220 221 -4.262679877041315
220 217 -4.262679877041315
220 389 -4.262679877041315
220 10 -2.316769727986002
220 222 -1.960094784047270
220 653 -4.262679877041315
220 113 -3.164067588373205
220 70 -4.262679877041315
220 399 -4.262679877041315
220 173 -4.262679877041315
220 795 -4.262679877041315
220 885 -4.262679877041315
220 554 -4.262679877041315
220 1171 -4.262679877041315
220 1187 -4.262679877041315
220 385 -4.262679877041315
220 1290 -4.262679877041315
220 894 -4.262679877041315
220 29 -2.876385515921425
220 1349 -4.262679877041315
220 174 -4.262679877041315
220 34 -4.262679877041315
220 1329 -4.262679877041315
220 485 -4.262679877041315
220 196 -4.262679877041315
220 557 -4.262679877041315
220 1455 -4.262679877041315
220 1801 -4.262679877041315
220 1819 -4.262679877041315
220 23 -4.262679877041315
220 959 -4.262679877041315
220 286 -3.569532696481370
220 254 -4.262679877041315
220 2106 -4.262679877041315
220 992 -4.262679877041315
220 2145 -4.262679877041315
220 54 -4.262679877041315
220 558 -3.569532696481370
220 688 -4.262679877041315
220 2302 -4.262679877041315
220 924 -4.262679877041315
220 474 -4.262679877041315
220 1139 -4.262679877041315
220 1806 -4.262679877041315
220 266 -4.262679877041315
220 2415 -4.262679877041315
220 2440 -4.262679877041315
220 2468 -4.262679877041315
220 2594 -4.262679877041315
221 222 -2.302585092994046
221 54 -0.916290731874155
221 10 -2.302585092994046
221 1060 -2.302585092994046
221 70 -2.302585092994046
221 34 -1.609437912434101
222 215 -4.007333185232471
222 363 -4.007333185232471
222 449 -2.908720896564361
222 49 -2.061423036177158
222 648 -4.007333185232471
222 205 -2.908720896564361
222 664 -4.007333185232471
222 117 -4.007333185232471
222 280 -4.007333185232471
222 383 -4.007333185232471
222 18 -2.908720896564361
222 381 -4.007333185232471
222 82 -4.007333185232471
222 581 -2.908720896564361
222 10 -4.007333185232471
222 435 -3.314186004672526
222 8 -4.007333185232471
222 26 -2.908720896564361
222 1487 -4.007333185232471
222 7 -4.007333185232471
222 406 -4.007333185232471
222 78 -4.007333185232471
222 1734 -4.007333185232471
222 879 -3.314186004672526
222 23 -3.314186004672526
222 1864 -4.007333185232471
222 56 -4.007333185232471
222 12 -4.007333185232471
222 246 -4.007333185232471
222 1294 -4.007333185232471
222 51 -4.007333185232471
222 663 -4.007333185232471
222 374 -3.314186004672526
222 61 -4.007333185232471
222 647 -4.007333185232471
223 224 -2.772588722239781
223 326 -2.772588722239781
223 331 -2.772588722239781
223 88 -2.079441541679836
223 314 -1.673976433571671
223 216 -2.772588722239781
223 911 -2.079441541679836
223 925 -2.772588722239781
223 930 -2.772588722239781
223 910 -2.772588722239781
223 180 -2.772588722239781
223 944 -2.772588722239781
224 216 -2.302585092994046
224 464 -2.302585092994046
224 687 -2.302585092994046
224 88 -2.302585092994046
224 2252 -2.302585092994046
224 2235 -2.302585092994046
224 601 -1.609437912434101
224 460 -2.302585092994046
224 510 -2.302585092994046
225 10 -1.845826690498330
225 29 -1.558144618046550
225 771 -2.251291798606495
225 1197 -2.944438979166440
225 286 -2.251291798606495
225 106 -2.944438979166440
225 4 -2.944438979166440
225 34 -2.944438979166440
225 252 -2.944438979166440
225 22 -2.251291798606495
225 54 -2.944438979166440
226 70 -0.405465108108164
226 609 -1.098612288668110
227 70 -0.693147180559945
227 49 -0.693147180559945
228 74 -0.693147180559945
228 34 -0.693147180559945
229 230 -2.397895272798371
229 117 -2.397895272798371
229 252 -1.704748092238425
229 72 -1.704748092238425
229 49 -1.704748092238425
229 1318 -2.397895272798371
229 12 -2.397895272798371
229 220 -2.397895272798371
230 231 -2.197224577336220
230 355 -2.197224577336220
230 392 -2.197224577336220
230 18 -2.197224577336220
230 247 -2.197224577336220
230 29 -2.197224577336220
230 213 -2.197224577336220
230 850 -2.197224577336220
230 10 -2.197224577336220
231 10 0.000000000000000
232 34 -1.098612288668110
232 114 -1.098612288668110
232 106 -1.098612288668110
233 234 0.000000000000000
234 10 -2.639057329615258
234 106 -2.639057329615258
234 113 -1.945910149055313
234 114 -2.639057329615258
234 18 -2.639057329615258
234 532 -2.639057329615258
234 803 -2.639057329615258
234 267 -2.639057329615258
234 243 -2.639057329615258
234 51 -2.639057329615258
234 205 -2.639057329615258
234 74 -2.639057329615258
234 508 -2.639057329615258
235 68 0.000000000000000
236 237 -1.945910149055313
236 591 -1.945910149055313
236 15 -1.252762968495368
236 1144 -1.945910149055313
236 10 -1.945910149055313
236 1637 -1.945910149055313
237 166 -1.791759469228055
237 106 -1.791759469228055
237 22 -1.791759469228055
237 558 -1.791759469228055
237 10 -1.098612288668110
238 195 -4.077537443905720
238 84 -4.077537443905720
238 319 -3.384390263345774
238 10 -2.285777974677665
238 29 -2.285777974677665
238 51 -3.384390263345774
238 406 -2.691243082785829
238 812 -4.077537443905720
238 70 -2.978925155237610
238 54 -1.774952350911674
238 113 -3.384390263345774
238 196 -4.077537443905720
238 291 -4.077537443905720
238 18 -4.077537443905720
238 446 -4.077537443905720
238 114 -4.077537443905720
238 940 -4.077537443905720
238 392 -4.077537443905720
238 11 -3.384390263345774
238 34 -2.978925155237610
238 22 -4.077537443905720
238 68 -4.077537443905720
238 31 -4.077537443905720
238 286 -4.077537443905720
238 49 -4.077537443905720
238 879 -3.384390263345774
238 76 -4.077537443905720
238 205 -4.077537443905720
239 240 -2.724579503053421
239 277 -4.110873864173311
239 278 -3.417726683613366
239 189 -3.012261575505201
239 461 -3.417726683613366
239 335 -4.110873864173311
239 520 -3.012261575505201
239 29 -3.417726683613366
239 114 -4.110873864173311
239 262 -4.110873864173311
239 821 -4.110873864173311
239 350 -3.012261575505201
239 751 -2.319114394945256
239 217 -4.110873864173311
239 390 -4.110873864173311
239 901 -4.110873864173311
239 296 -4.110873864173311
239 905 -3.417726683613366
239 76 -4.110873864173311
239 918 -4.110873864173311
239 106 -4.110873864173311
239 22 -4.110873864173311
239 941 -4.110873864173311
239 113 -4.110873864173311
239 241 -4.110873864173311
239 185 -4.110873864173311
239 172 -4.110873864173311
239 10 -2.724579503053421
239 999 -3.417726683613366
239 759 -4.110873864173311
239 822 -4.110873864173311
239 1165 -4.110873864173311
239 405 -4.110873864173311
239 947 -4.110873864173311
239 1233 -4.110873864173311
239 1502 -4.110873864173311
239 1768 -4.110873864173311
239 604 -4.110873864173311
239 1949 -4.110873864173311
240 203 -2.772588722239781
240 166 -2.772588722239781
240 49 -2.772588722239781
240 374 -2.772588722239781
240 918 -2.772588722239781
240 179 -2.772588722239781
240 40 -2.079441541679836
240 818 -2.079441541679836
240 528 -2.772588722239781
240 420 -2.772588722239781
240 29 -2.079441541679836
240 1316 -2.772588722239781
240 113 -2.772588722239781
241 242 -2.833213344056216
241 79 -1.446918982936326
241 303 -2.833213344056216
241 490 -2.833213344056216
241 84 -2.833213344056216
241 765 -2.140066163496271
241 74 -2.833213344056216
241 147 -2.833213344056216
241 113 -2.140066163496271
241 18 -2.833213344056216
241 1300 -2.833213344056216
241 20 -2.833213344056216
242 243 -2.079441541679836
242 909 -2.079441541679836
242 49 -2.079441541679836
242 39 -1.386294361119890
242 832 -2.079441541679836
242 1872 -2.079441541679836
242 10 -2.079441541679836
243 244 -3.737669618283368
243 346 -3.737669618283368
243 374 -3.737669618283368
243 675 -3.737669618283368
243 849 -3.737669618283368
243 855 -3.044522437723423
243 668 -3.737669618283368
243 409 -3.737669618283368
243 559 -3.737669618283368
243 253 -3.737669618283368
243 35 -3.044522437723423
243 113 -3.737669618283368
243 388 -3.737669618283368
243 147 -2.639057329615259
243 37 -3.737669618283368
243 370 -3.737669618283368
243 170 -3.737669618283368
243 1619 -3.737669618283368
243 714 -3.044522437723423
243 18 -3.737669618283368
243 220 -3.737669618283368
243 49 -2.639057329615259
243 1967 -3.737669618283368
243 1380 -3.737669618283368
243 366 -3.737669618283368
243 581 -3.737669618283368
243 214 -3.737669618283368
243 281 -3.737669618283368
243 106 -3.737669618283368
243 78 -3.737669618283368
243 54 -3.737669618283368
243 480 -3.737669618283368
243 1806 -3.737669618283368
243 1980 -3.737669618283368
243 23 -3.737669618283368
244 245 -2.944438979166440
244 43 -2.944438979166440
244 219 -2.251291798606495
244 174 -2.251291798606495
244 528 -1.845826690498330
244 1224 -2.944438979166440
244 1323 -2.944438979166440
244 26 -2.251291798606495
244 1868 -2.944438979166440
244 220 -2.944438979166440
244 2254 -2.944438979166440
244 195 -2.944438979166440
244 2441 -2.944438979166440
244 2597 -2.944438979166440
245 68 -1.609437912434100
245 1574 -1.609437912434100
245 29 -1.609437912434100
245 10 -1.609437912434100
245 2563 -1.609437912434100
246 29 -2.367123614131617
246 476 -4.158883083359671
246 18 -4.158883083359671
246 10 -2.212972934304358
246 130 -4.158883083359671
246 40 -4.158883083359671
246 220 -4.158883083359671
246 252 -3.060270794691561
246 54 -3.060270794691561
246 366 -3.465735902799726
246 114 -3.060270794691561
246 173 -4.158883083359671
246 22 -3.060270794691561
246 79 -4.158883083359671
246 104 -3.465735902799726
246 196 -4.158883083359671
246 241 -4.158883083359671
246 286 -4.158883083359671
246 818 -4.158883083359671
246 1146 -4.158883083359671
246 8 -4.158883083359671
246 60 -4.158883083359671
246 147 -3.465735902799726
246 2169 -4.158883083359671
246 2172 -4.158883083359671
246 76 -4.158883083359671
246 34 -2.772588722239781
246 1479 -4.158883083359671
246 68 -4.158883083359671
246 33 -4.158883083359671
246 243 -4.158883083359671
246 1290 -4.158883083359671
246 499 -4.158883083359671
246 145 -4.158883083359671
246 340 -4.158883083359671
246 31 -4.158883083359671
246 879 -4.158883083359671
246 166 -4.158883083359671
246 803 -4.158883083359671
247 54 -2.302585092994046
247 33 -2.079441541679836
247 176 -3.688879454113936
247 10 -2.995732273553991
247 462 -3.688879454113936
247 195 -3.688879454113936
247 34 -1.897119984885881
247 286 -2.995732273553991
247 70 -2.302585092994046
247 25 -2.995732273553991
247 499 -2.590267165445827
247 252 -3.688879454113936
247 528 -3.688879454113936
247 1486 -3.688879454113936
247 547 -3.688879454113936
247 1672 -3.688879454113936
247 1006 -3.688879454113936
247 22 -3.688879454113936
247 84 -3.688879454113936
247 143 -3.688879454113936
248 213 0.000000000000000
249 250 -1.386294361119891
249 202 -1.386294361119891
249 1383 -1.386294361119891
249 1787 -1.386294361119891
250 251 -0.693147180559945
250 51 -0.693147180559945
251 31 -3.008154793552548
251 275 -4.394449154672439
251 54 -2.785011242238339
251 110 -3.295836866004329
251 333 -4.394449154672439
251 10 -3.295836866004329
251 390 -4.394449154672439
251 22 -2.785011242238339
251 26 -3.701301974112494
251 252 -4.394449154672439
251 147 -2.602689685444384
251 167 -3.701301974112494
251 34 -2.091864061678393
251 767 -4.394449154672439
251 29 -3.295836866004329
251 286 -3.295836866004329
251 15 -3.295836866004329
251 305 -4.394449154672439
251 68 -4.394449154672439
251 8 -3.701301974112494
251 106 -4.394449154672439
251 49 -3.008154793552548
251 515 -3.701301974112494
251 166 -3.701301974112494
251 1710 -4.394449154672439
251 184 -3.701301974112494
251 323 -4.394449154672439
251 169 -4.394449154672439
251 995 -4.394449154672439
251 1006 -4.394449154672439
251 529 -4.394449154672439
251 12 -4.394449154672439
251 23 -4.394449154672439
251 427 -4.394449154672439
251 300 -4.394449154672439
251 736 -4.394449154672439
251 363 -4.394449154672439
252 253 -4.442651256490317
252 19 -5.135798437050262
252 34 -2.650891787262262
252 7 -4.037186148382152
252 338 -5.135798437050262
252 56 -2.737903164251891
252 35 -5.135798437050262
252 18 -2.427748235948052
252 169 -2.737903164251891
252 257 -5.135798437050262
252 581 -3.526360524616162
252 800 -5.135798437050262
252 239 -4.442651256490317
252 817 -5.135798437050262
252 22 -5.135798437050262
252 966 -5.135798437050262
252 49 -2.650891787262262
252 237 -5.135798437050262
252 1055 -5.135798437050262
252 609 -5.135798437050262
252 110 -4.037186148382152
252 406 -5.135798437050262
252 356 -5.135798437050262
252 879 -2.570849079588725
252 190 -5.135798437050262
252 54 -5.135798437050262
252 11 -4.442651256490317
252 547 -5.135798437050262
252 68 -5.135798437050262
252 23 -2.302585092994046
252 195 -4.037186148382152
252 374 -4.442651256490317
252 371 -5.135798437050262
252 113 -5.135798437050262
252 1505 -5.135798437050262
252 26 -3.749504075930371
252 336 -5.135798437050262
252 91 -5.135798437050262
252 339 -5.135798437050262
252 323 -4.442651256490317
252 1045 -5.135798437050262
252 390 -4.442651256490317
252 1003 -4.037186148382152
252 12 -3.749504075930371
252 143 -4.037186148382152
252 78 -5.135798437050262
252 70 -5.135798437050262
252 130 -4.442651256490317
252 549 -5.135798437050262
252 109 -5.135798437050262
252 718 -5.135798437050262
252 514 -4.442651256490317
252 117 -5.135798437050262
252 15 -5.135798437050262
252 507 -5.135798437050262
252 147 -5.135798437050262
252 828 -5.135798437050262
252 79 -5.135798437050262
253 20 -1.098612288668110
253 23 -1.791759469228055
253 56 -1.791759469228055
253 49 -2.484906649788000
253 1255 -1.791759469228055
253 22 -2.484906649788000
254 251 -3.091042453358316
254 566 -3.091042453358316
254 252 -3.091042453358316
254 22 -3.091042453358316
254 34 -3.091042453358316
254 253 -3.091042453358316
254 1090 -3.091042453358316
254 1100 -3.091042453358316
254 29 -1.992430164690206
254 10 -3.091042453358316
254 144 -3.091042453358316
254 583 -2.397895272798371
254 152 -3.091042453358316
254 222 -3.091042453358316
254 286 -3.091042453358316
254 1924 -3.091042453358316
254 735 -3.091042453358316
254 274 -3.091042453358316
254 200 -3.091042453358316
255 195 0.000000000000000
256 23 -0.405465108108164
256 20 -1.098612288668110
257 252 -2.995732273553991
257 54 -2.302585092994045
257 222 -1.897119984885881
257 29 -2.302585092994045
257 70 -2.302585092994045
257 1183 -2.302585092994045
257 10 -2.995732273553991
257 49 -2.995732273553991
257 879 -2.995732273553991
257 35 -2.995732273553991
257 593 -2.995732273553991
257 390 -2.995732273553991
257 180 -2.995732273553991
257 2593 -2.995732273553991
258 113 -1.098612288668110
258 72 -2.484906649788000
258 10 -2.484906649788000
258 22 -2.484906649788000
258 49 -1.791759469228055
258 1920 -2.484906649788000
258 51 -2.484906649788000
258 161 -2.484906649788000
259 70 0.000000000000000
260 261 -1.945910149055313
260 456 -1.945910149055313
260 1403 -1.945910149055313
260 1506 -1.945910149055313
260 1104 -1.252762968495368
260 2185 -1.945910149055313
261 156 0.000000000000000
262 86 -2.032921526044943
262 374 -0.904456274227152
262 393 -4.430816798843313
262 22 -4.430816798843313
262 195 -3.332204510175203
262 12 -4.430816798843313
262 49 -3.332204510175203
262 581 -4.430816798843313
262 23 -3.737669618283368
262 923 -4.430816798843313
262 461 -3.332204510175203
262 239 -3.737669618283368
262 315 -4.430816798843313
262 1146 -4.430816798843313
262 571 -4.430816798843313
262 10 -3.332204510175203
262 317 -4.430816798843313
262 158 -4.430816798843313
262 552 -4.430816798843313
262 998 -4.430816798843313
262 1472 -4.430816798843313
262 879 -3.332204510175203
262 29 -4.430816798843313
262 338 -4.430816798843313
262 1568 -4.430816798843313
262 244 -4.430816798843313
262 18 -4.430816798843313
262 1174 -4.430816798843313
262 76 -4.430816798843313
263 70 -3.135494215929150
263 49 -3.135494215929150
263 61 -3.135494215929150
263 10 -3.135494215929150
263 26 -2.442347035369204
263 782 -3.135494215929150
263 305 -3.135494215929150
263 1001 -3.135494215929150
263 23 -2.442347035369204
263 683 -2.442347035369204
263 1186 -3.135494215929150
263 56 -2.036881927261040
263 72 -3.135494215929150
263 982 -3.135494215929150
263 728 -2.442347035369204
263 117 -3.135494215929150
263 246 -3.135494215929150
264 68 -2.079441541679836
264 29 -1.386294361119890
264 10 -0.980829253011726
264 667 -2.079441541679836
264 23 -2.079441541679836
265 56 -1.386294361119891
265 23 -0.287682072451781
266 33 -2.484906649788000
266 83 -2.484906649788000
266 330 -2.484906649788000
266 76 -1.386294361119891
266 8 -2.484906649788000
266 1556 -2.484906649788000
266 333 -2.484906649788000
266 165 -2.484906649788000
266 368 -2.484906649788000
266 1338 -2.484906649788000
267 76 -1.488077055429833
267 23 -2.740840023925201
267 29 -3.433987204485146
267 446 -2.740840023925201
267 1248 -3.433987204485146
267 152 -2.740840023925201
267 18 -3.433987204485146
267 1371 -3.433987204485146
267 265 -3.433987204485146
267 114 -2.740840023925201
267 169 -3.433987204485146
267 1032 -2.740840023925201
267 199 -2.740840023925201
267 252 -3.433987204485146
267 279 -3.433987204485146
267 1267 -3.433987204485146
267 2169 -3.433987204485146
267 10 -3.433987204485146
267 157 -3.433987204485146
268 56 -1.386294361119891
268 147 -1.386294361119891
268 22 -1.386294361119891
268 169 -1.386294361119891
269 4 -1.609437912434100
269 56 -1.609437912434100
269 49 -0.916290731874155
269 68 -1.609437912434100
270 271 -1.098612288668110
270 10 -0.405465108108164
271 29 0.000000000000000
272 33 -1.098612288668110
272 330 -1.098612288668110
272 60 -1.098612288668110
273 180 0.000000000000000
274 251 -1.252762968495368
274 104 -1.945910149055313
274 383 -1.945910149055313
274 1367 -1.945910149055313
274 25 -1.945910149055313
274 2463 -1.945910149055313
275 166 -1.791759469228055
275 230 -1.791759469228055
275 49 -1.791759469228055
275 22 -0.693147180559945
276 239 -0.693147180559945
276 82 -0.693147180559945
277 29 -0.693147180559945
277 2163 -0.693147180559945
278 279 -0.693147180559945
278 114 -2.079441541679836
278 316 -2.079441541679836
278 605 -2.079441541679836
278 198 -2.079441541679836
279 54 -1.658228076603532
279 49 -3.044522437723423
279 23 -3.044522437723423
279 481 -3.044522437723423
279 251 -1.945910149055313
279 33 -3.044522437723423
279 174 -2.351375257163478
279 25 -1.945910149055313
279 56 -3.044522437723423
279 22 -2.351375257163478
279 225 -3.044522437723423
279 104 -3.044522437723423
280 162 -2.302585092994045
280 252 -2.995732273553991
280 54 -0.916290731874155
280 10 -2.995732273553991
280 286 -2.995732273553991
280 1345 -2.995732273553991
280 29 -2.995732273553991
280 84 -2.995732273553991
280 113 -2.995732273553991
280 34 -2.995732273553991
280 390 -2.995732273553991
280 70 -2.995732273553991
281 107 -3.806662489770320
281 502 -3.806662489770320
281 510 -2.014903020542265
281 370 -3.806662489770320
281 645 -2.420368128650429
281 868 -2.708050201102210
281 29 -2.420368128650429
281 456 -3.806662489770320
281 70 -3.806662489770320
281 114 -3.806662489770320
281 524 -3.806662489770320
281 222 -3.806662489770320
281 234 -3.806662489770320
281 1538 -3.806662489770320
281 214 -3.806662489770320
281 10 -3.113515309210374
281 1892 -3.806662489770320
281 88 -2.708050201102210
281 76 -3.806662489770320
281 54 -3.806662489770320
281 34 -3.806662489770320
281 2165 -3.806662489770320
281 192 -3.806662489770320
281 25 -3.806662489770320
281 714 -3.113515309210374
281 147 -3.806662489770320
281 74 -3.806662489770320
281 80 -3.806662489770320
282 283 -1.098612288668110
282 29 -1.098612288668110
282 34 -1.098612288668110
283 26 -1.386294361119891
283 60 -1.386294361119891
283 31 -1.386294361119891
283 68 -1.386294361119891
284 70 -2.564949357461537
284 10 -1.466337068793427
284 56 -2.564949357461537
284 217 -2.564949357461537
284 29 -1.871802176901591
284 113 -2.564949357461537
284 251 -2.564949357461537
284 1468 -2.564949357461537
284 23 -2.564949357461537
284 213 -2.564949357461537
285 29 0.000000000000000
286 287 -4.418840607796598
286 82 -4.418840607796598
286 97 -5.111987788356544
286 195 -3.725693427236653
286 23 -2.714092515558173
286 107 -5.111987788356544
286 72 -2.221616030460379
286 49 -2.221616030460379
286 713 -4.418840607796598
286 26 -2.221616030460379
286 56 -4.418840607796598
286 156 -5.111987788356544
286 117 -5.111987788356544
286 223 -5.111987788356544
286 409 -4.418840607796598
286 61 -5.111987788356544
286 971 -5.111987788356544
286 20 -3.725693427236653
286 68 -5.111987788356544
286 12 -3.320228319128489
286 1141 -5.111987788356544
286 745 -5.111987788356544
286 1260 -5.111987788356544
286 274 -5.111987788356544
286 79 -4.418840607796598
286 336 -4.418840607796598
286 345 -5.111987788356544
286 207 -5.111987788356544
286 170 -4.418840607796598
286 982 -5.111987788356544
286 714 -5.111987788356544
286 138 -2.714092515558173
286 22 -5.111987788356544
286 10 -4.418840607796598
286 1696 -5.111987788356544
286 1087 -4.418840607796598
286 780 -4.418840607796598
286 166 -4.418840607796598
286 1255 -4.418840607796598
286 416 -5.111987788356544
286 8 -4.418840607796598
286 246 -4.013375499688434
286 344 -5.111987788356544
286 318 -5.111987788356544
286 532 -5.111987788356544
286 1294 -5.111987788356544
286 723 -5.111987788356544
286 220 -5.111987788356544
286 4 -5.111987788356544
286 300 -4.418840607796598
286 2154 -5.111987788356544
286 2171 -5.111987788356544
286 2190 -5.111987788356544
286 2242 -5.111987788356544
286 167 -5.111987788356544
286 845 -5.111987788356544
286 29 -4.418840607796598
286 338 -5.111987788356544
286 1676 -5.111987788356544
286 2396 -5.111987788356544
286 1428 -5.111987788356544
286 90 -5.111987788356544
286 113 -4.418840607796598
286 852 -5.111987788356544
286 1845 -5.111987788356544
287 10 0.000000000000000
288 7 -1.791759469228055
288 18 -1.791759469228055
288 581 -1.098612288668110
288 879 -1.098612288668110
289 290 0.000000000000000
290 291 -0.693147180559945
290 252 -0.693147180559945
291 49 -0.559615787935423
291 113 -1.945910149055313
291 12 -1.945910149055313
291 294 -1.945910149055313
292 104 0.000000000000000
293 10 0.000000000000000
294 295 -2.639057329615258
294 553 -2.639057329615258
294 683 -1.540445040947149
294 972 -2.639057329615258
294 474 -1.945910149055313
294 1675 -2.639057329615258
294 1674 -2.639057329615258
294 714 -2.639057329615258
294 38 -2.639057329615258
294 2188 -2.639057329615258
294 2244 -2.639057329615258
295 296 -3.178053830347946
295 29 -3.178053830347946
295 106 -3.178053830347946
295 130 -2.484906649788000
295 1777 -3.178053830347946
295 991 -3.178053830347946
295 114 -1.568615917913845
295 83 -3.178053830347946
295 1900 -2.484906649788000
295 10 -3.178053830347946
295 34 -3.178053830347946
295 353 -3.178053830347946
295 205 -3.178053830347946
295 366 -3.178053830347946
295 1922 -3.178053830347946
295 446 -3.178053830347946
295 1784 -3.178053830347946
295 157 -3.178053830347946
296 185 -2.079441541679836
296 86 -1.386294361119890
296 903 -2.079441541679836
296 239 -2.079441541679836
296 677 -2.079441541679836
296 2291 -2.079441541679836
296 817 -2.079441541679836
297 298 -3.784189633918261
297 336 -3.091042453358316
297 374 -3.784189633918261
297 450 -3.784189633918261
297 147 -3.784189633918261
297 26 -3.091042453358316
297 10 -2.174751721484161
297 110 -3.091042453358316
297 22 -3.091042453358316
297 189 -3.784189633918261
297 1093 -3.784189633918261
297 1105 -3.784189633918261
297 799 -3.784189633918261
297 695 -3.784189633918261
297 286 -3.784189633918261
297 556 -3.784189633918261
297 51 -3.784189633918261
297 625 -3.784189633918261
297 1053 -3.784189633918261
297 1531 -3.784189633918261
297 1545 -3.784189633918261
297 1766 -3.784189633918261
297 19 -3.784189633918261
297 303 -3.784189633918261
297 376 -3.784189633918261
297 1579 -3.784189633918261
297 220 -3.784189633918261
297 152 -3.784189633918261
297 1719 -3.784189633918261
297 131 -3.784189633918261
297 187 -3.784189633918261
297 114 -3.784189633918261
297 262 -3.091042453358316
297 31 -3.784189633918261
297 275 -3.784189633918261
298 110 -1.098612288668110
298 251 -1.098612288668110
298 22 -1.098612288668110
299 300 -1.386294361119890
299 34 -2.079441541679836
299 195 -2.079441541679836
299 29 -1.386294361119890
299 10 -2.079441541679836
299 56 -2.079441541679836
300 301 -3.555348061489414
300 506 -4.248495242049359
300 684 -4.248495242049359
300 587 -3.149882953381249
