6422 130254
175 9 -5.877735781779639
175 10 -3.510612167648022
175 14 -6.283200889887803
175 15 -5.366910158013648
175 18 -5.184588601219693
175 20 -6.283200889887803
175 21 -5.184588601219693
175 23 -6.976348070447749
175 29 -4.779123493111530
175 31 -3.192158436529488
175 35 -5.877735781779639
175 36 -5.184588601219693
175 37 -6.976348070447749
175 38 -4.143134726391533
175 42 -4.268297869345538
175 44 -3.510612167648022
175 49 -2.865474206274437
175 53 -6.283200889887803
175 54 -5.366910158013648
175 56 -5.590053709327858
175 59 -5.877735781779639
175 61 -4.673762977453703
175 65 -5.877735781779639
175 66 -2.411999878979913
175 70 -3.609052240461275
175 75 -6.976348070447749
175 79 -5.590053709327858
175 80 -6.283200889887803
175 83 -2.557507462651151
175 85 -4.203759348207967
175 86 -5.590053709327858
175 87 -5.184588601219693
175 94 -5.590053709327858
175 96 -5.590053709327858
175 97 -6.283200889887803
175 107 -3.084527772337122
175 110 -6.283200889887803
175 127 -3.312786424318102
175 134 -5.877735781779639
175 137 -6.976348070447749
175 142 -6.976348070447749
175 144 -6.976348070447749
175 152 -6.976348070447749
175 157 -6.976348070447749
175 166 -6.976348070447749
175 169 -6.283200889887803
175 176 -2.969014885215278
175 184 -6.283200889887803
175 187 -5.590053709327858
175 188 -5.184588601219693
175 198 -6.283200889887803
175 200 -5.877735781779639
175 201 -5.877735781779639
175 207 -4.143134726391533
175 210 -5.590053709327858
175 219 -5.877735781779639
175 221 -5.184588601219693
175 223 -6.976348070447749
175 231 -2.933296802613198
175 235 -4.085976312551584
175 257 -5.877735781779639
175 268 -6.976348070447749
175 282 -6.976348070447749
175 285 -5.590053709327858
175 287 -6.976348070447749
175 294 -6.283200889887803
175 303 -6.976348070447749
175 329 -5.590053709327858
175 338 -6.976348070447749
175 362 -4.896906528767913
175 369 -5.366910158013648
175 440 -6.283200889887803
175 447 -6.976348070447749
175 450 -6.976348070447749
175 462 -6.976348070447749
175 463 -6.283200889887803
175 494 -4.578452797649378
175 496 -6.283200889887803
175 503 -6.976348070447749
175 520 -6.976348070447749
175 539 -6.283200889887803
175 546 -6.976348070447749
175 555 -6.976348070447749
175 556 -6.976348070447749
175 559 -6.976348070447749
175 576 -6.976348070447749
175 609 -5.366910158013648
175 616 -6.976348070447749
175 637 -6.976348070447749
175 650 -6.976348070447749
175 658 -6.976348070447749
175 676 -6.976348070447749
175 681 -6.976348070447749
175 690 -6.976348070447749
175 696 -5.590053709327858
175 708 -6.283200889887803
175 720 -6.976348070447749
175 743 -6.976348070447749
175 758 -6.976348070447749
175 794 -6.976348070447749
175 860 -6.976348070447749
175 864 -6.976348070447749
175 873 -5.877735781779639
175 889 -6.976348070447749
175 915 -6.976348070447749
175 922 -6.976348070447749
175 928 -6.976348070447749
175 938 -6.976348070447749
175 995 -6.976348070447749
175 1003 -6.976348070447749
175 1022 -6.976348070447749
175 1023 -6.976348070447749
175 1044 -6.976348070447749
175 1111 -6.976348070447749
175 1162 -6.976348070447749
175 1170 -6.976348070447749
175 1194 -6.283200889887803
175 1210 -6.976348070447749
175 1215 -6.976348070447749
175 1256 -6.976348070447749
175 1287 -3.840853854518599
175 1294 -4.673762977453703
175 1314 -6.976348070447749
175 1342 -5.877735781779639
175 1373 -6.976348070447749
175 1388 -6.976348070447749
175 1426 -6.976348070447749
175 1487 -6.976348070447749
175 1514 -6.976348070447749
175 1561 -6.976348070447749
175 1566 -6.976348070447749
175 1586 -6.283200889887803
175 1587 -6.976348070447749
175 1635 -6.976348070447749
175 1655 -6.976348070447749
175 1687 -6.976348070447749
175 1708 -6.976348070447749
175 1730 -6.976348070447749
175 1772 -6.976348070447749
175 1965 -6.283200889887803
175 1982 -6.976348070447749
175 2130 -5.877735781779639
175 2166 -6.976348070447749
175 2181 -6.976348070447749
175 2185 -6.976348070447749
175 2186 -6.976348070447749
175 2196 -6.976348070447749
175 2383 -6.976348070447749
175 2389 -5.030437921392435
175 2467 -6.976348070447749
175 2485 -6.976348070447749
175 2497 -6.976348070447749
175 2508 -6.976348070447749
175 2564 -6.283200889887803
175 2683 -6.976348070447749
175 2777 -6.976348070447749
175 2783 -6.976348070447749
175 2785 -6.976348070447749
175 2820 -6.976348070447749
175 2843 -6.976348070447749
175 2866 -6.976348070447749
175 2924 -5.877735781779639
175 2964 -6.976348070447749
175 3017 -6.976348070447749
175 3019 -6.976348070447749
175 3025 -6.976348070447749
175 3058 -6.976348070447749
175 3205 -6.976348070447749
175 3312 -6.976348070447749
175 3314 -6.976348070447749
175 3425 -6.976348070447749
175 3443 -6.976348070447749
175 3469 -6.976348070447749
175 3527 -6.976348070447749
175 3570 -6.976348070447749
175 3642 -6.976348070447749
175 3653 -6.976348070447749
175 3769 -6.976348070447749
175 3801 -6.976348070447749
175 3824 -6.976348070447749
175 3905 -6.976348070447749
175 4014 -6.283200889887803
175 4065 -6.976348070447749
175 4116 -6.976348070447749
175 4192 -6.976348070447749
175 4249 -6.976348070447749
175 4361 -6.976348070447749
175 4379 -6.976348070447749
175 4535 -6.976348070447749
175 4920 -6.976348070447749
175 5109 -6.976348070447749
175 5195 -6.976348070447749
175 5310 -6.976348070447749
175 5554 -6.976348070447749
175 5874 -6.976348070447749
175 6038 -6.976348070447749
175 6333 -6.976348070447749
175 6353 -6.976348070447749
176 1 -4.579852378003801
176 14 -3.663561646129646
176 15 -5.272999558563747
176 24 -3.886705197443856
176 27 -3.075774981227527
176 30 -5.272999558563747
176 31 -5.272999558563747
176 49 -5.272999558563747
176 66 -4.174387269895637
176 69 -4.579852378003801
176 71 -5.272999558563747
176 75 -5.272999558563747
176 82 -5.272999558563747
176 84 -5.272999558563747
176 91 -5.272999558563747
176 96 -5.272999558563747
176 112 -4.579852378003801
176 120 -5.272999558563747
176 121 -5.272999558563747
176 145 -5.272999558563747
176 175 -1.302707645011625
176 341 -5.272999558563747
176 346 -2.633942228948488
176 387 -4.579852378003801
176 483 -4.579852378003801
176 540 -5.272999558563747
176 568 -4.579852378003801
176 580 -4.579852378003801
176 592 -2.564949357461537
176 593 -5.272999558563747
176 612 -5.272999558563747
176 617 -5.272999558563747
176 626 -5.272999558563747
176 648 -4.579852378003801
176 666 -5.272999558563747
176 669 -5.272999558563747
176 734 -5.272999558563747
176 777 -4.579852378003801
176 786 -4.579852378003801
176 803 -3.327089409508433
176 815 -5.272999558563747
176 853 -5.272999558563747
176 992 -5.272999558563747
176 1116 -4.579852378003801
176 1149 -5.272999558563747
176 1184 -5.272999558563747
176 1210 -5.272999558563747
176 1284 -5.272999558563747
176 1317 -5.272999558563747
176 1381 -5.272999558563747
176 1390 -4.579852378003801
176 1588 -5.272999558563747
176 1621 -5.272999558563747
176 1719 -5.272999558563747
176 1728 -5.272999558563747
176 1772 -5.272999558563747
176 1815 -5.272999558563747
176 1854 -5.272999558563747
176 1889 -5.272999558563747
176 1986 -5.272999558563747
176 1995 -5.272999558563747
176 2050 -5.272999558563747
176 2163 -5.272999558563747
176 2730 -5.272999558563747
176 2756 -5.272999558563747
176 2892 -5.272999558563747
176 2916 -4.579852378003801
176 3098 -5.272999558563747
176 3127 -5.272999558563747
176 3770 -5.272999558563747
176 3938 -5.272999558563747
176 3956 -5.272999558563747
176 4019 -5.272999558563747
176 4130 -5.272999558563747
176 4789 -5.272999558563747
176 5262 -5.272999558563747
176 5269 -5.272999558563747
176 5640 -5.272999558563747
176 5827 -5.272999558563747
176 6048 -5.272999558563747
177 14 -2.014903020542265
177 18 -2.708050201102210
177 27 -2.708050201102210
177 66 -2.014903020542265
177 75 -2.708050201102210
177 91 -2.708050201102210
177 121 -2.708050201102210
177 213 -2.708050201102210
177 411 -2.014903020542265
177 867 -2.708050201102210
177 1176 -2.708050201102210
177 2541 -2.708050201102210
178 14 -1.550597412411167
178 20 -2.397895272798371
178 27 -2.803360380906535
178 49 -3.496507561466480
178 66 -1.704748092238425
178 77 -3.496507561466480
178 84 -2.803360380906535
178 85 -1.550597412411167
178 394 -3.496507561466480
178 520 -3.496507561466480
178 609 -3.496507561466480
178 1655 -3.496507561466480
179 1 -3.476098689835273
179 3 -4.574710978503383
179 10 -4.574710978503383
179 14 -2.628800829448070
179 18 -4.574710978503383
179 27 -2.176815705705012
179 31 -4.574710978503383
179 37 -2.782951509275328
179 43 -3.476098689835273
179 66 -1.741497634447167
179 84 -3.881563797943437
179 97 -3.476098689835273
179 121 -4.574710978503383
179 129 -2.965273066069282
179 147 -4.574710978503383
179 175 -4.574710978503383
179 201 -4.574710978503383
179 213 -3.188416617383492
179 303 -3.881563797943437
179 346 -4.574710978503383
179 411 -4.574710978503383
179 415 -4.574710978503383
179 479 -4.574710978503383
179 530 -3.881563797943437
179 727 -4.574710978503383
179 768 -4.574710978503383
179 815 -3.881563797943437
179 867 -4.574710978503383
179 878 -4.574710978503383
179 982 -3.476098689835273
179 1176 -3.188416617383492
179 1177 -4.574710978503383
179 1247 -4.574710978503383
179 1432 -4.574710978503383
179 1619 -4.574710978503383
179 1791 -4.574710978503383
179 1816 -4.574710978503383
179 3549 -4.574710978503383
180 10 -1.704748092238425
180 27 -3.091042453358316
180 42 -3.091042453358316
180 70 -3.091042453358316
180 84 -3.091042453358316
180 85 -2.397895272798371
180 93 -3.091042453358316
180 159 -2.397895272798371
180 175 -3.091042453358316
180 188 -2.397895272798371
180 207 -2.397895272798371
180 411 -3.091042453358316
180 423 -3.091042453358316
180 752 -3.091042453358316
180 5115 -3.091042453358316
181 14 -2.047692843365255
181 27 -1.236762627148927
181 66 -3.433987204485146
181 70 -3.433987204485146
181 75 -3.433987204485146
181 84 -2.335374915817037
181 85 -2.740840023925201
181 110 -3.433987204485146
181 129 -3.433987204485146
181 134 -3.433987204485146
181 168 -3.433987204485146
181 175 -3.433987204485146
181 235 -3.433987204485146
181 550 -3.433987204485146
181 2012 -3.433987204485146
181 2486 -3.433987204485146
181 4530 -3.433987204485146
182 4 -5.085536602269373
182 8 -4.392389421709428
182 9 -4.238238741882170
182 10 -4.238238741882170
182 14 -2.965273066069282
182 15 -5.491001710377538
182 18 -5.491001710377538
182 20 -5.085536602269373
182 23 -3.881563797943437
182 31 -3.350935546881267
182 36 -5.085536602269373
182 37 -6.184148890937483
182 38 -4.238238741882170
182 42 -6.184148890937483
182 43 -6.184148890937483
182 49 -2.573230978293259
182 53 -5.491001710377538
182 55 -6.184148890937483
182 56 -5.491001710377538
182 59 -5.491001710377538
182 61 -3.986924313601264
182 69 -5.491001710377538
182 70 -4.238238741882170
182 75 -6.184148890937483
182 79 -2.851944380762279
182 80 -6.184148890937483
182 83 -2.446479272654115
182 86 -5.491001710377538
182 88 -5.491001710377538
182 94 -5.491001710377538
182 96 -4.797854529817593
182 97 -4.797854529817593
182 99 -6.184148890937483
182 107 -2.600629952481373
182 110 -3.188416617383492
182 128 -6.184148890937483
182 132 -6.184148890937483
182 137 -4.797854529817593
182 176 -5.491001710377538
182 183 -5.491001710377538
182 184 -5.085536602269373
182 193 -6.184148890937483
182 200 -6.184148890937483
182 207 -3.476098689835273
182 210 -5.491001710377538
182 219 -5.491001710377538
182 221 -6.184148890937483
182 223 -4.392389421709428
182 231 -3.986924313601264
182 241 -6.184148890937483
182 257 -5.491001710377538
182 272 -6.184148890937483
182 287 -6.184148890937483
182 303 -5.085536602269373
182 349 -5.491001710377538
182 362 -4.574710978503383
182 369 -3.986924313601264
182 380 -6.184148890937483
182 410 -6.184148890937483
182 445 -6.184148890937483
182 463 -5.491001710377538
182 470 -6.184148890937483
182 479 -6.184148890937483
182 486 -6.184148890937483
182 487 -6.184148890937483
182 503 -6.184148890937483
182 520 -4.797854529817593
182 539 -4.392389421709428
182 546 -6.184148890937483
182 555 -6.184148890937483
182 600 -6.184148890937483
182 609 -4.238238741882170
182 617 -6.184148890937483
182 626 -6.184148890937483
182 647 -6.184148890937483
182 648 -6.184148890937483
182 664 -5.085536602269373
182 666 -6.184148890937483
182 696 -5.491001710377538
182 704 -6.184148890937483
182 731 -6.184148890937483
182 777 -5.085536602269373
182 818 -6.184148890937483
182 822 -6.184148890937483
182 906 -5.491001710377538
182 928 -6.184148890937483
182 930 -6.184148890937483
182 978 -6.184148890937483
182 992 -6.184148890937483
182 994 -5.085536602269373
182 1073 -6.184148890937483
182 1088 -5.491001710377538
182 1095 -6.184148890937483
182 1164 -6.184148890937483
182 1213 -6.184148890937483
182 1389 -6.184148890937483
182 1465 -6.184148890937483
182 1554 -6.184148890937483
182 1620 -6.184148890937483
182 1678 -6.184148890937483
182 1708 -6.184148890937483
182 2065 -6.184148890937483
182 2098 -6.184148890937483
182 2185 -4.797854529817593
182 2302 -6.184148890937483
182 2404 -6.184148890937483
182 2578 -6.184148890937483
182 2656 -6.184148890937483
182 2741 -6.184148890937483
182 2748 -6.184148890937483
182 2779 -6.184148890937483
182 2833 -6.184148890937483
182 2916 -5.085536602269373
182 2924 -6.184148890937483
182 3161 -6.184148890937483
182 3243 -6.184148890937483
182 3402 -6.184148890937483
182 3426 -6.184148890937483
182 3469 -5.491001710377538
182 3500 -6.184148890937483
182 3504 -6.184148890937483
182 3510 -6.184148890937483
182 3729 -6.184148890937483
182 3864 -6.184148890937483
182 4010 -6.184148890937483
182 4170 -6.184148890937483
182 4281 -6.184148890937483
182 4460 -6.184148890937483
182 4489 -5.491001710377538
182 4618 -5.491001710377538
182 4770 -6.184148890937483
182 4867 -6.184148890937483
182 5365 -6.184148890937483
182 6165 -6.184148890937483
182 6255 -6.184148890937483
182 6258 -6.184148890937483
183 3 -4.204692619390966
183 8 -2.818398258271075
183 9 -4.204692619390966
183 10 -4.204692619390966
183 14 -1.260253640224526
183 15 -3.511545438831021
183 18 -4.204692619390966
183 24 -3.106080330722857
183 27 -4.204692619390966
183 42 -4.204692619390966
183 49 -2.595254706956866
183 66 -4.204692619390966
183 69 -4.204692619390966
183 70 -2.595254706956866
183 80 -3.106080330722857
183 83 -4.204692619390966
183 85 -4.204692619390966
183 90 -4.204692619390966
183 107 -2.818398258271075
183 184 -4.204692619390966
183 303 -4.204692619390966
183 362 -3.511545438831021
183 471 -4.204692619390966
183 550 -4.204692619390966
183 1223 -4.204692619390966
183 1761 -4.204692619390966
183 2663 -4.204692619390966
183 3259 -4.204692619390966
183 3610 -4.204692619390966
184 8 -5.880532986400700
184 14 -3.577947893406655
184 18 -5.880532986400700
184 20 -4.494238625280810
184 24 -1.549799646114369
184 27 -5.880532986400700
184 49 -5.880532986400700
184 69 -3.577947893406655
184 70 -3.801091444720864
184 76 -5.880532986400700
184 80 -1.690878244374275
184 83 -5.880532986400700
184 84 -5.187385805840755
184 97 -5.880532986400700
184 98 -5.880532986400700
184 99 -3.683308409064481
184 125 -5.880532986400700
184 132 -5.187385805840755
184 133 -4.271095073966600
184 174 -5.187385805840755
184 176 -4.781920697732590
184 179 -4.271095073966600
184 180 -5.880532986400700
184 189 -5.880532986400700
184 205 -4.088773517172645
184 211 -5.187385805840755
184 220 -4.781920697732590
184 239 -5.187385805840755
184 244 -5.880532986400700
184 258 -4.781920697732590
184 291 -5.880532986400700
184 292 -5.880532986400700
184 296 -5.880532986400700
184 315 -4.271095073966600
184 349 -4.271095073966600
184 362 -5.880532986400700
184 375 -4.781920697732590
184 381 -4.494238625280810
184 390 -5.880532986400700
184 422 -5.880532986400700
184 441 -5.880532986400700
184 446 -5.880532986400700
184 457 -5.880532986400700
184 461 -5.187385805840755
184 477 -5.880532986400700
184 484 -3.482637713602330
184 494 -4.781920697732590
184 507 -5.187385805840755
184 516 -5.880532986400700
184 675 -5.880532986400700
184 692 -5.880532986400700
184 717 -5.880532986400700
184 725 -5.880532986400700
184 794 -5.880532986400700
184 936 -5.880532986400700
184 995 -5.880532986400700
184 1059 -5.880532986400700
184 1095 -4.781920697732590
184 1116 -5.880532986400700
184 1139 -5.187385805840755
184 1141 -5.880532986400700
184 1145 -5.187385805840755
184 1173 -5.880532986400700
184 1196 -5.880532986400700
184 1236 -4.781920697732590
184 1242 -5.880532986400700
184 1254 -5.880532986400700
184 1283 -5.880532986400700
184 1289 -5.880532986400700
184 1290 -5.880532986400700
184 1338 -5.187385805840755
184 1419 -5.880532986400700
184 1431 -5.880532986400700
184 1470 -5.880532986400700
184 1522 -5.880532986400700
184 1527 -5.880532986400700
184 1592 -5.880532986400700
184 1632 -5.880532986400700
184 1717 -5.880532986400700
184 1843 -5.880532986400700
184 1850 -5.880532986400700
184 1851 -5.880532986400700
184 1973 -4.494238625280810
184 1975 -5.880532986400700
184 1998 -5.880532986400700
184 2064 -5.880532986400700
184 2094 -5.880532986400700
184 2129 -5.880532986400700
184 2137 -5.880532986400700
184 2141 -5.880532986400700
184 2216 -5.880532986400700
184 2454 -5.880532986400700
184 2640 -5.187385805840755
184 2730 -5.880532986400700
184 2811 -5.880532986400700
184 2924 -5.880532986400700
184 3055 -5.880532986400700
184 3124 -5.880532986400700
184 3140 -5.880532986400700
184 3229 -5.880532986400700
184 3288 -5.880532986400700
184 3388 -5.880532986400700
184 3564 -5.880532986400700
184 3678 -5.880532986400700
184 3679 -5.880532986400700
184 3762 -5.880532986400700
184 3770 -5.187385805840755
184 3968 -5.880532986400700
184 4144 -5.187385805840755
184 4160 -5.880532986400700
184 4474 -5.880532986400700
184 4657 -5.880532986400700
184 5038 -5.880532986400700
184 5344 -5.880532986400700
184 5925 -5.880532986400700
184 6015 -5.880532986400700
184 6074 -5.880532986400700
184 6389 -5.880532986400700
185 10 -4.094344562222100
185 18 -4.094344562222100
185 24 -4.094344562222100
185 31 -4.094344562222100
185 44 -4.094344562222100
185 49 -4.094344562222100
185 53 -4.094344562222100
185 60 -4.094344562222100
185 66 -4.094344562222100
185 75 -3.401197381662155
185 77 -4.094344562222100
185 84 -4.094344562222100
185 129 -4.094344562222100
185 149 -4.094344562222100
185 168 -4.094344562222100
185 172 -4.094344562222100
185 186 -3.401197381662155
185 211 -4.094344562222100
185 214 -2.148434413166787
185 231 -4.094344562222100
185 266 -3.401197381662155
185 319 -3.401197381662155
185 456 -3.401197381662155
185 476 -4.094344562222100
185 580 -4.094344562222100
185 690 -4.094344562222100
185 721 -4.094344562222100
185 737 -4.094344562222100
185 769 -4.094344562222100
185 786 -4.094344562222100
185 817 -3.401197381662155
185 860 -4.094344562222100
185 1003 -4.094344562222100
185 1210 -4.094344562222100
185 1940 -4.094344562222100
185 2349 -4.094344562222100
185 2393 -4.094344562222100
185 2482 -4.094344562222100
185 2754 -4.094344562222100
185 3122 -4.094344562222100
185 3315 -4.094344562222100
185 3498 -4.094344562222100
185 4153 -4.094344562222100
185 4308 -4.094344562222100
185 4926 -4.094344562222100
185 5013 -3.401197381662155
185 5717 -4.094344562222100
186 14 -2.662587827025453
186 15 -3.761200115693562
186 20 -3.355735007585398
186 27 -1.409824858530085
186 32 -4.454347296253507
186 66 -3.355735007585398
186 69 -3.355735007585398
186 80 -3.355735007585398
186 84 -3.761200115693562
186 85 -4.454347296253507
186 175 -4.454347296253507
186 179 -3.761200115693562
186 201 -4.454347296253507
186 215 -2.662587827025453
186 414 -3.355735007585398
186 457 -4.454347296253507
186 480 -4.454347296253507
186 481 -4.454347296253507
186 507 -4.454347296253507
186 745 -4.454347296253507
186 768 -4.454347296253507
186 859 -3.761200115693562
186 889 -4.454347296253507
186 933 -4.454347296253507
186 978 -4.454347296253507
186 992 -3.761200115693562
186 1156 -4.454347296253507
186 1163 -4.454347296253507
186 1210 -4.454347296253507
186 1232 -4.454347296253507
186 1272 -4.454347296253507
186 1516 -4.454347296253507
186 1592 -4.454347296253507
186 1646 -4.454347296253507
186 1956 -4.454347296253507
186 2245 -4.454347296253507
186 2904 -4.454347296253507
186 2993 -4.454347296253507
186 3982 -4.454347296253507
186 4597 -4.454347296253507
186 5575 -4.454347296253507
187 1 -3.583518938456110
187 14 -1.386294361119891
187 27 -2.484906649788000
187 77 -3.583518938456110
187 84 -3.583518938456110
187 112 -2.484906649788000
187 115 -3.583518938456110
187 147 -2.890371757896165
187 175 -1.974081026022010
187 215 -3.583518938456110
187 361 -3.583518938456110
187 646 -3.583518938456110
187 652 -3.583518938456110
187 744 -2.890371757896165
187 817 -3.583518938456110
187 1302 -3.583518938456110
187 1900 -3.583518938456110
187 5518 -3.583518938456110
188 14 -5.493061443340548
188 16 -5.493061443340548
188 17 -4.799914262780603
188 20 -2.234964905319067
188 33 -5.493061443340548
188 35 -4.394449154672439
188 54 -5.493061443340548
188 55 -2.315007612992603
188 65 -5.493061443340548
188 66 -5.493061443340548
188 81 -5.493061443340548
188 84 -5.493061443340548
188 98 -5.493061443340548
188 107 -5.493061443340548
188 111 -5.493061443340548
188 115 -4.394449154672439
188 126 -5.493061443340548
188 138 -5.493061443340548
188 164 -4.799914262780603
188 186 -5.493061443340548
188 195 -5.493061443340548
188 196 -5.493061443340548
188 199 -5.493061443340548
188 202 -4.394449154672439
188 214 -3.883623530906448
188 229 -4.799914262780603
188 231 -5.493061443340548
188 264 -5.493061443340548
188 275 -5.493061443340548
188 284 -4.799914262780603
188 324 -5.493061443340548
188 336 -5.493061443340548
188 384 -4.106767082220657
188 400 -5.493061443340548
188 413 -5.493061443340548
188 447 -5.493061443340548
188 457 -5.493061443340548
188 495 -5.493061443340548
188 498 -4.394449154672439
188 499 -5.493061443340548
188 520 -5.493061443340548
188 524 -5.493061443340548
188 525 -4.799914262780603
188 526 -5.493061443340548
188 570 -5.493061443340548
188 608 -4.799914262780603
188 615 -4.799914262780603
188 649 -4.799914262780603
188 651 -5.493061443340548
188 663 -5.493061443340548
188 710 -4.799914262780603
188 713 -4.394449154672439
188 720 -5.493061443340548
188 723 -5.493061443340548
188 779 -5.493061443340548
188 788 -4.799914262780603
188 827 -5.493061443340548
188 902 -5.493061443340548
188 909 -5.493061443340548
188 952 -5.493061443340548
188 1007 -5.493061443340548
188 1035 -5.493061443340548
188 1040 -5.493061443340548
188 1063 -5.493061443340548
188 1105 -5.493061443340548
188 1156 -5.493061443340548
188 1160 -5.493061443340548
188 1193 -5.493061443340548
188 1196 -5.493061443340548
188 1212 -5.493061443340548
188 1259 -5.493061443340548
188 1272 -4.799914262780603
188 1287 -5.493061443340548
188 1324 -5.493061443340548
188 1332 -3.883623530906448
188 1441 -4.799914262780603
188 1455 -5.493061443340548
188 1485 -5.493061443340548
188 1579 -4.799914262780603
188 1592 -5.493061443340548
188 1609 -5.493061443340548
188 1612 -5.493061443340548
188 1633 -5.493061443340548
188 1652 -5.493061443340548
188 1694 -5.493061443340548
188 1699 -4.394449154672439
188 1700 -5.493061443340548
188 1753 -5.493061443340548
188 1778 -5.493061443340548
188 1806 -4.799914262780603
188 1943 -5.493061443340548
188 1958 -5.493061443340548
188 1968 -5.493061443340548
188 2026 -5.493061443340548
188 2046 -5.493061443340548
188 2070 -5.493061443340548
188 2203 -5.493061443340548
188 2258 -5.493061443340548
188 2263 -5.493061443340548
188 2273 -5.493061443340548
188 2466 -5.493061443340548
188 2488 -5.493061443340548
188 2575 -5.493061443340548
188 2583 -5.493061443340548
188 2627 -5.493061443340548
188 2778 -5.493061443340548
188 2843 -5.493061443340548
188 2885 -5.493061443340548
188 2923 -5.493061443340548
188 2953 -5.493061443340548
188 2982 -5.493061443340548
188 3104 -5.493061443340548
188 3141 -5.493061443340548
188 3263 -5.493061443340548
188 3276 -5.493061443340548
188 3289 -4.106767082220657
188 3305 -4.799914262780603
188 3349 -5.493061443340548
188 3371 -5.493061443340548
188 3447 -5.493061443340548
188 3557 -5.493061443340548
188 3655 -5.493061443340548
188 3706 -5.493061443340548
188 3709 -5.493061443340548
188 3719 -5.493061443340548
188 3797 -5.493061443340548
188 3798 -5.493061443340548
188 3867 -5.493061443340548
188 3914 -5.493061443340548
188 3947 -5.493061443340548
188 3978 -5.493061443340548
188 4145 -5.493061443340548
188 4213 -5.493061443340548
188 4439 -5.493061443340548
188 4473 -5.493061443340548
188 4564 -5.493061443340548
188 4632 -5.493061443340548
188 4673 -4.394449154672439
188 4749 -5.493061443340548
188 4776 -5.493061443340548
188 4917 -5.493061443340548
188 4988 -5.493061443340548
188 5101 -4.799914262780603
188 5228 -5.493061443340548
188 5303 -5.493061443340548
188 5361 -5.493061443340548
188 5525 -5.493061443340548
188 5698 -5.493061443340548
188 5712 -5.493061443340548
188 5713 -5.493061443340548
188 6192 -5.493061443340548
189 8 -2.498699971920336
189 10 -4.290459441148391
189 14 -4.290459441148391
189 15 -4.290459441148391
189 20 -4.290459441148391
189 27 -4.290459441148391
189 31 -4.290459441148391
189 33 -4.290459441148391
189 38 -3.597312260588446
189 42 -4.290459441148391
189 55 -3.191847152480281
189 65 -4.290459441148391
189 66 -2.093234863812172
189 67 -2.681021528714291
189 70 -3.597312260588446
189 75 -4.290459441148391
189 105 -4.290459441148391
189 144 -4.290459441148391
189 147 -4.290459441148391
189 159 -3.191847152480281
189 198 -4.290459441148391
189 207 -2.344549292093078
189 219 -2.904165080028501
189 329 -4.290459441148391
189 352 -4.290459441148391
189 369 -4.290459441148391
189 415 -4.290459441148391
189 558 -4.290459441148391
189 639 -4.290459441148391
189 683 -4.290459441148391
189 727 -3.597312260588446
189 874 -4.290459441148391
189 1007 -4.290459441148391
189 1268 -4.290459441148391
189 1821 -4.290459441148391
189 1826 -4.290459441148391
189 2241 -4.290459441148391
189 2386 -4.290459441148391
189 3464 -4.290459441148391
189 3797 -4.290459441148391
190 1 -3.713572066704308
190 14 -2.327277705584417
190 15 -3.713572066704308
190 18 -3.713572066704308
190 20 -1.921812597476253
190 27 -2.614959778036198
190 84 -3.713572066704308
190 287 -3.713572066704308
190 295 -3.713572066704308
190 352 -3.713572066704308
190 413 -3.020424886144363
190 452 -3.713572066704308
190 481 -3.713572066704308
190 720 -3.713572066704308
190 1220 -3.713572066704308
190 1314 -3.713572066704308
190 1349 -3.713572066704308
190 1448 -3.713572066704308
190 1633 -3.713572066704308
190 1876 -3.713572066704308
190 2195 -3.713572066704308
190 2381 -3.713572066704308
190 2415 -3.020424886144363
190 2467 -3.713572066704308
190 2494 -3.713572066704308
190 2849 -3.713572066704308
190 3491 -3.713572066704308
190 4223 -3.713572066704308
190 5558 -3.713572066704308
191 14 -1.828127113398930
191 18 -2.639057329615259
191 20 -4.025351690735150
191 27 -1.460402333273612
191 37 -4.025351690735150
191 69 -4.025351690735150
191 75 -4.025351690735150
191 84 -2.926739402067040
191 85 -4.025351690735150
191 110 -4.025351690735150
191 129 -3.332204510175204
191 134 -4.025351690735150
191 176 -4.025351690735150
191 184 -4.025351690735150
191 349 -4.025351690735150
191 463 -4.025351690735150
191 530 -4.025351690735150
191 539 -2.233592221507094
191 629 -4.025351690735150
191 735 -4.025351690735150
191 822 -4.025351690735150
191 1325 -4.025351690735150
191 2622 -4.025351690735150
191 2799 -4.025351690735150
191 5419 -4.025351690735150
192 93 -2.302585092994045
192 329 -2.302585092994045
192 415 -0.510825623765991
192 1169 -1.609437912434100
193 9 -3.481240089335692
193 10 -3.481240089335692
193 14 -2.228477120840324
193 24 -3.481240089335692
193 27 -3.481240089335692
193 31 -4.174387269895637
193 53 -4.174387269895637
193 55 -4.174387269895637
193 66 -4.174387269895637
193 69 -3.481240089335692
193 74 -4.174387269895637
193 75 -4.174387269895637
193 79 -4.174387269895637
193 80 -2.382627800667582
193 88 -4.174387269895637
193 97 -4.174387269895637
193 99 -4.174387269895637
193 106 -4.174387269895637
193 110 -3.075774981227527
193 161 -4.174387269895637
193 168 -4.174387269895637
193 194 -4.174387269895637
193 204 -4.174387269895637
193 207 -4.174387269895637
193 211 -4.174387269895637
193 223 -3.481240089335692
193 299 -4.174387269895637
193 370 -3.481240089335692
193 463 -3.481240089335692
193 479 -4.174387269895637
193 520 -4.174387269895637
193 553 -4.174387269895637
193 580 -4.174387269895637
193 609 -4.174387269895637
193 645 -4.174387269895637
